date,tonnes,rainfall_mm,equipment_downtime_hours,is_holiday
2018-06-14,525.9,0.0,0.0,0
2018-06-15,606.7,0.0,0.0,0
2018-06-16,680.9,0.0,0.0,0
2018-06-17,371.3,0.0,0.0,1
2018-06-18,775.5,0.6,0.0,0
2018-06-19,786.9,1.9,0.0,0
2018-06-20,713.9,10.1,0.0,0
2018-06-21,673.4,5.2,0.0,0
2018-06-22,464.6,6.9,8.0,0
2018-06-23,460.3,0.3,8.0,0
2018-06-24,226.1,1.1,8.0,1
2018-06-25,464.5,1.3,8.0,0
2018-06-26,692.8,6.1,0.0,0
2018-06-27,648.0,25.8,0.0,0
2018-06-28,572.8,32.3,0.0,0
2018-06-29,575.9,3.1,0.0,0
2018-06-30,589.2,9.6,0.0,0
2018-07-01,295.0,20.7,0.0,1
2018-07-02,565.1,4.2,0.0,0
2018-07-03,553.4,3.2,0.0,0
2018-07-04,541.2,18.6,0.0,0
2018-07-05,582.9,47.9,0.0,0
2018-07-06,524.9,38.9,0.0,0
2018-07-07,499.2,18.8,0.0,0
2018-07-08,257.1,44.0,0.0,1
2018-07-09,383.7,57.9,0.0,0
2018-07-10,399.3,15.1,0.0,0
2018-07-11,398.8,13.0,0.0,0
2018-07-12,421.8,12.6,0.0,0
2018-07-13,462.6,9.5,0.0,0
2018-07-14,432.3,11.3,0.0,0
2018-07-15,257.2,13.9,0.0,1
2018-07-16,617.9,21.9,0.0,0
2018-07-17,545.9,25.8,0.0,0
2018-07-18,618.6,3.6,0.0,0
2018-07-19,534.3,8.8,0.0,0
2018-07-20,586.6,5.4,0.0,0
2018-07-21,576.6,5.5,0.0,0
2018-07-22,332.8,19.5,0.0,1
2018-07-23,510.0,71.3,0.0,0
2018-07-24,518.1,1.9,0.0,0
2018-07-25,495.3,13.8,0.0,0
2018-07-26,496.8,10.1,0.0,0
2018-07-27,502.6,1.8,0.0,0
2018-07-28,564.2,8.5,0.0,0
2018-07-29,314.2,1.8,0.0,1
2018-07-30,641.6,3.1,0.0,0
2018-07-31,700.8,2.4,0.0,0
2018-08-01,630.5,4.7,0.0,0
2018-08-02,709.8,1.7,0.0,0
2018-08-03,678.1,0.8,0.0,0
2018-08-04,675.0,0.9,0.0,0
2018-08-05,361.4,4.7,0.0,1
2018-08-06,732.9,5.1,0.0,0
2018-08-07,659.2,9.3,0.0,0
2018-08-08,383.2,222.2,0.0,0
2018-08-09,436.8,14.8,0.0,0
2018-08-10,428.0,13.0,0.0,0
2018-08-11,408.6,7.6,0.0,0
2018-08-12,214.4,20.6,0.0,1
2018-08-13,413.1,1.5,0.0,0
2018-08-14,377.9,9.8,0.0,0
2018-08-15,596.9,13.7,0.0,0
2018-08-16,572.9,14.5,0.0,0
2018-08-17,626.2,2.9,0.0,0
2018-08-18,593.7,9.8,0.0,0
2018-08-19,327.9,22.3,0.0,1
2018-08-20,599.3,6.6,0.0,0
2018-08-21,590.6,9.3,0.0,0
2018-08-22,613.6,3.3,0.0,0
2018-08-23,567.0,7.1,0.0,0
2018-08-24,651.2,6.4,0.0,0
2018-08-25,628.5,5.9,0.0,0
2018-08-26,375.3,13.1,0.0,1
2018-08-27,562.0,12.3,0.0,0
2018-08-28,521.9,28.8,0.0,0
2018-08-29,506.9,21.1,0.0,0
2018-08-30,554.5,3.8,0.0,0
2018-08-31,570.6,19.5,0.0,0
2018-09-01,549.7,9.1,0.0,0
2018-09-02,312.5,10.4,0.0,1
2018-09-03,542.0,3.1,0.0,0
2018-09-04,544.0,3.5,0.0,0
2018-09-05,599.8,22.0,0.0,0
2018-09-06,552.1,7.3,0.0,0
2018-09-07,590.3,39.1,0.0,0
2018-09-08,540.0,1.2,0.0,0
2018-09-09,356.2,0.3,0.0,1
2018-09-10,558.6,0.3,0.0,0
2018-09-11,589.2,0.1,0.0,0
2018-09-12,644.0,0.1,0.0,0
2018-09-13,614.4,0.1,0.0,0
2018-09-14,757.1,0.8,0.0,0
2018-09-15,691.3,0.4,0.0,0
2018-09-16,422.9,1.3,0.0,1
2018-09-17,673.0,0.0,0.0,0
2018-09-18,675.0,0.0,0.0,0
2018-09-19,786.6,0.0,0.0,0
2018-09-20,790.5,0.1,0.0,0
2018-09-21,677.9,23.9,0.0,0
2018-09-22,699.2,5.3,0.0,0
2018-09-23,378.4,0.5,0.0,1
2018-09-24,657.6,1.9,0.0,0
2018-09-25,670.8,0.1,0.0,0
2018-09-26,607.0,0.3,0.0,0
2018-09-27,647.5,0.0,0.0,0
2018-09-28,692.4,0.0,0.0,0
2018-09-29,834.5,0.0,0.0,0
2018-09-30,386.4,0.0,0.0,1
2018-10-01,797.3,0.0,0.0,0
2018-10-02,762.7,0.0,0.0,0
2018-10-03,754.2,0.0,0.0,0
2018-10-04,681.8,0.0,0.0,0
2018-10-05,728.6,0.0,0.0,0
2018-10-06,705.3,0.0,0.0,0
2018-10-07,380.8,0.0,0.0,1
2018-10-08,716.9,0.1,0.0,0
2018-10-09,727.5,0.0,0.0,0
2018-10-10,801.6,0.0,0.0,0
2018-10-11,705.5,0.0,0.0,0
2018-10-12,704.3,0.2,0.0,0
2018-10-13,785.9,0.2,0.0,0
2018-10-14,378.4,0.0,0.0,1
2018-10-15,781.1,0.0,0.0,0
2018-10-16,670.5,0.0,0.0,0
2018-10-17,699.7,0.0,0.0,0
2018-10-18,770.5,0.0,0.0,0
2018-10-19,737.5,0.0,0.0,0
2018-10-20,703.9,0.0,0.0,0
2018-10-21,435.1,0.0,0.0,1
2018-10-22,711.2,0.0,0.0,0
2018-10-23,715.0,0.0,0.0,0
2018-10-24,805.0,0.0,0.0,0
2018-10-25,701.6,0.0,0.0,0
2018-10-26,724.3,0.0,0.0,0
2018-10-27,693.8,0.0,0.0,0
2018-10-28,405.0,0.0,0.0,1
2018-10-29,798.8,0.0,0.0,0
2018-10-30,513.0,0.0,8.0,0
2018-10-31,465.5,0.2,8.0,0
2018-11-01,476.6,0.4,8.0,0
2018-11-02,420.4,0.0,8.0,0
2018-11-03,557.3,0.0,8.0,0
2018-11-04,252.5,0.0,8.0,1
2018-11-05,628.6,0.0,0.0,0
2018-11-06,736.2,0.0,0.0,0
2018-11-07,665.3,0.0,0.0,0
2018-11-08,702.7,0.0,0.0,0
2018-11-09,733.8,0.0,0.0,0
2018-11-10,767.5,0.0,0.0,0
2018-11-11,394.7,0.0,0.0,1
2018-11-12,775.4,0.0,0.0,0
2018-11-13,775.1,0.0,0.0,0
2018-11-14,793.3,0.0,0.0,0
2018-11-15,775.0,0.0,0.0,0
2018-11-16,756.9,0.0,0.0,0
2018-11-17,755.6,0.0,0.0,0
2018-11-18,414.3,0.0,0.0,1
2018-11-19,726.0,0.0,0.0,0
2018-11-20,689.8,0.0,0.0,0
2018-11-21,777.6,0.0,0.0,0
2018-11-22,742.3,0.0,0.0,0
2018-11-23,706.8,0.0,0.0,0
2018-11-24,674.2,0.0,0.0,0
2018-11-25,249.8,0.0,8.0,1
2018-11-26,718.4,0.0,0.0,0
2018-11-27,739.2,0.0,0.0,0
2018-11-28,728.1,0.0,0.0,0
2018-11-29,743.2,0.0,0.0,0
2018-11-30,722.0,0.0,0.0,0
2018-12-01,716.7,0.0,0.0,0
2018-12-02,388.9,0.0,0.0,1
2018-12-03,696.7,0.0,0.0,0
2018-12-04,665.3,0.0,0.0,0
2018-12-05,782.0,0.0,0.0,0
2018-12-06,704.5,0.0,0.0,0
2018-12-07,746.0,0.0,0.0,0
2018-12-08,765.7,0.0,0.0,0
2018-12-09,407.4,0.0,0.0,1
2018-12-10,725.7,3.2,0.0,0
2018-12-11,734.2,0.2,0.0,0
2018-12-12,685.2,0.0,0.0,0
2018-12-13,696.3,0.0,0.0,0
2018-12-14,760.1,0.0,0.0,0
2018-12-15,753.0,0.0,0.0,0
2018-12-16,375.4,0.2,0.0,1
2018-12-17,684.1,22.5,0.0,0
2018-12-18,640.2,3.6,0.0,0
2018-12-19,703.5,0.0,0.0,0
2018-12-20,662.1,0.0,0.0,0
2018-12-21,681.0,0.0,0.0,0
2018-12-22,685.0,0.0,0.0,0
2018-12-23,386.9,0.0,0.0,1
2018-12-24,749.9,0.0,0.0,0
2018-12-25,770.3,0.0,0.0,0
2018-12-26,681.0,0.0,0.0,0
2018-12-27,745.5,0.0,0.0,0
2018-12-28,677.8,0.0,0.0,0
2018-12-29,817.5,0.0,0.0,0
2018-12-30,380.0,0.0,0.0,1
2018-12-31,750.4,0.0,0.0,0
2019-01-01,799.2,0.0,0.0,0
2019-01-02,816.7,0.0,0.0,0
2019-01-03,786.4,0.0,0.0,0
2019-01-04,702.2,0.0,0.0,0
2019-01-05,856.5,0.0,0.0,0
2019-01-06,395.7,0.0,0.0,1
2019-01-07,475.7,0.0,8.0,0
2019-01-08,541.7,0.0,8.0,0
2019-01-09,777.1,0.0,0.0,0
2019-01-10,744.7,0.0,0.0,0
2019-01-11,757.7,0.0,0.0,0
2019-01-12,771.4,0.0,0.0,0
2019-01-13,459.1,0.0,0.0,1
2019-01-14,806.6,0.0,0.0,0
2019-01-15,686.1,0.0,0.0,0
2019-01-16,709.6,0.0,0.0,0
2019-01-17,773.4,0.0,0.0,0
2019-01-18,819.2,0.0,0.0,0
2019-01-19,755.0,0.0,0.0,0
2019-01-20,401.6,0.0,0.0,1
2019-01-21,708.5,0.0,0.0,0
2019-01-22,707.6,0.0,0.0,0
2019-01-23,845.8,0.0,0.0,0
2019-01-24,697.6,5.9,0.0,0
2019-01-25,759.4,22.8,0.0,0
2019-01-26,717.7,3.9,0.0,0
2019-01-27,359.5,0.0,0.0,1
2019-01-28,681.9,0.0,0.0,0
2019-01-29,717.8,0.0,0.0,0
2019-01-30,698.5,0.0,0.0,0
2019-01-31,697.4,0.0,0.0,0
2019-02-01,752.6,0.0,0.0,0
2019-02-02,774.7,0.0,0.0,0
2019-02-03,434.8,0.0,0.0,1
2019-02-04,748.6,0.0,0.0,0
2019-02-05,806.2,0.0,0.0,0
2019-02-06,717.2,0.0,0.0,0
2019-02-07,721.2,0.5,0.0,0
2019-02-08,764.7,0.6,0.0,0
2019-02-09,748.0,0.0,0.0,0
2019-02-10,447.9,0.0,0.0,1
2019-02-11,796.5,0.0,0.0,0
2019-02-12,722.9,0.0,0.0,0
2019-02-13,746.5,0.0,0.0,0
2019-02-14,761.9,0.0,0.0,0
2019-02-15,801.2,3.1,0.0,0
2019-02-16,696.6,0.4,0.0,0
2019-02-17,400.0,0.0,0.0,1
2019-02-18,741.2,0.0,0.0,0
2019-02-19,731.6,0.0,0.0,0
2019-02-20,827.5,0.0,0.0,0
2019-02-21,779.5,0.0,0.0,0
2019-02-22,751.4,0.0,0.0,0
2019-02-23,707.5,0.0,0.0,0
2019-02-24,434.2,0.0,0.0,1
2019-02-25,469.4,0.0,8.0,0
2019-02-26,525.1,0.0,8.0,0
2019-02-27,492.1,0.0,8.0,0
2019-02-28,547.8,0.0,8.0,0
2019-03-01,556.5,0.0,8.0,0
2019-03-02,417.1,0.0,16.0,0
2019-03-03,211.1,1.2,16.0,1
2019-03-04,406.1,0.0,16.0,0
2019-03-05,820.2,0.0,0.0,0
2019-03-06,768.1,0.0,0.0,0
2019-03-07,712.4,0.0,0.0,0
2019-03-08,817.8,0.0,0.0,0
2019-03-09,834.4,0.0,0.0,0
2019-03-10,425.5,0.0,0.0,1
2019-03-11,731.5,0.0,0.0,0
2019-03-12,745.7,0.0,0.0,0
2019-03-13,809.1,0.0,0.0,0
2019-03-14,714.5,0.1,0.0,0
2019-03-15,705.9,1.1,0.0,0
2019-03-16,767.8,0.1,0.0,0
2019-03-17,463.1,0.7,0.0,1
2019-03-18,741.0,1.7,0.0,0
2019-03-19,757.5,0.0,0.0,0
2019-03-20,702.3,23.7,0.0,0
2019-03-21,752.6,0.0,0.0,0
2019-03-22,665.0,0.1,0.0,0
2019-03-23,717.9,0.0,0.0,0
2019-03-24,358.4,0.0,0.0,1
2019-03-25,732.7,0.0,0.0,0
2019-03-26,692.2,0.0,0.0,0
2019-03-27,735.1,0.0,0.0,0
2019-03-28,811.7,0.0,0.0,0
2019-03-29,771.8,0.0,0.0,0
2019-03-30,822.2,0.0,0.0,0
2019-03-31,419.7,0.0,0.0,1
2019-04-01,698.9,0.0,0.0,0
2019-04-02,716.2,0.0,0.0,0
2019-04-03,816.5,0.0,0.0,0
2019-04-04,737.4,0.0,0.0,0
2019-04-05,704.6,0.0,0.0,0
2019-04-06,797.7,0.0,0.0,0
2019-04-07,403.7,0.0,0.0,1
2019-04-08,816.0,0.0,0.0,0
2019-04-09,688.8,0.0,0.0,0
2019-04-10,629.1,0.0,0.0,0
2019-04-11,778.4,0.0,0.0,0
2019-04-12,744.2,0.0,0.0,0
2019-04-13,676.0,0.0,0.0,0
2019-04-14,423.5,0.0,0.0,1
2019-04-15,789.3,0.0,0.0,0
2019-04-16,724.4,0.2,0.0,0
2019-04-17,867.2,0.0,0.0,0
2019-04-18,755.8,0.2,0.0,0
2019-04-19,729.7,0.2,0.0,0
2019-04-20,710.6,0.0,0.0,0
2019-04-21,406.9,0.3,0.0,1
2019-04-22,720.7,0.0,0.0,0
2019-04-23,707.4,0.0,0.0,0
2019-04-24,765.1,0.0,0.0,0
2019-04-25,745.8,0.0,0.0,0
2019-04-26,684.1,0.0,0.0,0
2019-04-27,718.8,0.0,0.0,0
2019-04-28,362.7,0.0,0.0,1
2019-04-29,719.5,0.0,0.0,0
2019-04-30,778.1,0.0,0.0,0
2019-05-01,668.7,0.0,0.0,0
2019-05-02,786.9,0.0,0.0,0
2019-05-03,715.0,0.0,0.0,0
2019-05-04,731.6,0.1,0.0,0
2019-05-05,403.1,0.0,0.0,1
2019-05-06,746.1,0.0,0.0,0
2019-05-07,649.0,0.0,0.0,0
2019-05-08,762.2,0.0,0.0,0
2019-05-09,625.1,0.0,0.0,0
2019-05-10,724.5,0.0,0.0,0
2019-05-11,712.1,0.0,0.0,0
2019-05-12,409.0,0.0,0.0,1
2019-05-13,789.2,0.0,0.0,0
2019-05-14,769.6,0.0,0.0,0
2019-05-15,702.1,0.0,0.0,0
2019-05-16,475.9,0.0,8.0,0
2019-05-17,485.0,0.0,8.0,0
2019-05-18,749.8,0.0,0.0,0
2019-05-19,400.5,0.0,0.0,1
2019-05-20,758.0,0.0,0.0,0
2019-05-21,724.0,0.0,0.0,0
2019-05-22,734.4,0.0,0.0,0
2019-05-23,747.3,0.0,0.0,0
2019-05-24,750.8,0.0,0.0,0
2019-05-25,765.5,0.0,0.0,0
2019-05-26,385.4,0.0,0.0,1
2019-05-27,768.3,0.0,0.0,0
2019-05-28,791.1,0.0,0.0,0
2019-05-29,722.6,0.0,0.0,0
2019-05-30,790.4,0.0,0.0,0
2019-05-31,693.4,0.0,0.0,0
2019-06-01,740.1,0.8,0.0,0
2019-06-02,390.9,0.0,0.0,1
2019-06-03,698.2,0.0,0.0,0
2019-06-04,760.5,0.0,0.0,0
2019-06-05,668.9,0.0,0.0,0
2019-06-06,693.1,0.0,0.0,0
2019-06-07,722.5,0.0,0.0,0
2019-06-08,725.6,0.0,0.0,0
2019-06-09,407.2,0.0,0.0,1
2019-06-10,728.0,0.0,0.0,0
2019-06-11,749.3,0.0,0.0,0
2019-06-12,702.4,0.0,0.0,0
2019-06-13,752.8,0.6,0.0,0
2019-06-14,762.5,0.9,0.0,0
2019-06-15,780.2,5.3,0.0,0
2019-06-16,374.9,3.8,0.0,1
2019-06-17,672.5,4.9,0.0,0
2019-06-18,685.5,0.1,0.0,0
2019-06-19,667.6,0.0,0.0,0
2019-06-20,655.8,0.1,0.0,0
2019-06-21,707.2,0.0,0.0,0
2019-06-22,794.0,0.8,0.0,0
2019-06-23,370.6,19.2,0.0,1
2019-06-24,701.6,4.4,0.0,0
2019-06-25,637.6,0.2,0.0,0
2019-06-26,609.0,10.8,0.0,0
2019-06-27,619.5,11.4,0.0,0
2019-06-28,560.9,24.7,0.0,0
2019-06-29,576.2,16.5,0.0,0
2019-06-30,288.3,37.8,0.0,1
2019-07-01,536.2,20.1,0.0,0
2019-07-02,422.1,63.3,0.0,0
2019-07-03,394.1,28.9,0.0,0
2019-07-04,419.7,14.0,0.0,0
2019-07-05,388.3,26.5,0.0,0
2019-07-06,417.1,19.1,0.0,0
2019-07-07,224.6,16.3,0.0,1
2019-07-08,250.5,21.5,8.0,0
2019-07-09,468.9,12.6,0.0,0
2019-07-10,512.6,1.6,0.0,0
2019-07-11,539.0,2.8,0.0,0
2019-07-12,582.2,0.9,0.0,0
2019-07-13,605.2,1.0,0.0,0
2019-07-14,352.0,1.0,0.0,1
2019-07-15,694.4,0.4,0.0,0
2019-07-16,697.1,0.0,0.0,0
2019-07-17,786.4,0.0,0.0,0
2019-07-18,721.3,2.3,0.0,0
2019-07-19,665.1,23.2,0.0,0
2019-07-20,733.6,5.2,0.0,0
2019-07-21,370.2,7.9,0.0,1
2019-07-22,683.0,4.2,0.0,0
2019-07-23,716.7,0.1,0.0,0
2019-07-24,652.1,3.8,0.0,0
2019-07-25,623.7,34.8,0.0,0
2019-07-26,579.7,30.1,0.0,0
2019-07-27,605.9,26.3,0.0,0
2019-07-28,306.1,11.4,0.0,1
2019-07-29,490.6,43.8,0.0,0
2019-07-30,415.0,28.0,0.0,0
2019-07-31,375.4,36.6,0.0,0
2019-08-01,419.6,21.4,0.0,0
2019-08-02,413.7,20.6,0.0,0
2019-08-03,397.7,43.4,0.0,0
2019-08-04,216.0,13.0,0.0,1
2019-08-05,384.1,25.7,0.0,0
2019-08-06,446.1,7.5,0.0,0
2019-08-07,465.3,20.3,0.0,0
2019-08-08,409.3,83.6,0.0,0
2019-08-09,437.6,18.0,0.0,0
2019-08-10,447.5,6.3,0.0,0
2019-08-11,170.1,1.2,8.0,1
2019-08-12,487.9,5.6,0.0,0
2019-08-13,491.8,19.3,0.0,0
2019-08-14,422.9,65.4,0.0,0
2019-08-15,509.7,8.0,0.0,0
2019-08-16,574.6,1.2,0.0,0
2019-08-17,540.7,0.7,0.0,0
2019-08-18,277.6,4.2,0.0,1
2019-08-19,477.0,7.8,0.0,0
2019-08-20,518.0,7.5,0.0,0
2019-08-21,636.9,7.9,0.0,0
2019-08-22,749.7,18.6,0.0,0
2019-08-23,608.3,11.4,0.0,0
2019-08-24,598.8,9.6,0.0,0
2019-08-25,322.2,10.8,0.0,1
2019-08-26,591.3,28.4,0.0,0
2019-08-27,564.7,20.6,0.0,0
2019-08-28,566.2,5.9,0.0,0
2019-08-29,577.3,3.7,0.0,0
2019-08-30,622.9,18.2,0.0,0
2019-08-31,578.2,7.7,0.0,0
2019-09-01,291.5,8.3,0.0,1
2019-09-02,524.5,14.5,0.0,0
2019-09-03,637.9,17.6,0.0,0
2019-09-04,473.5,42.4,0.0,0
2019-09-05,531.7,10.1,0.0,0
2019-09-06,523.1,28.7,0.0,0
2019-09-07,495.3,21.9,0.0,0
2019-09-08,231.5,80.5,0.0,1
2019-09-09,407.0,15.4,0.0,0
2019-09-10,411.7,11.0,0.0,0
2019-09-11,323.2,38.3,0.0,0
2019-09-12,387.8,56.3,0.0,0
2019-09-13,380.1,30.2,0.0,0
2019-09-14,451.9,3.3,0.0,0
2019-09-15,259.9,1.9,0.0,1
2019-09-16,452.0,12.7,0.0,0
2019-09-17,445.8,14.2,0.0,0
2019-09-18,521.7,5.4,0.0,0
2019-09-19,617.7,3.9,0.0,0
2019-09-20,655.5,6.7,0.0,0
2019-09-21,588.0,7.2,0.0,0
2019-09-22,347.4,0.9,0.0,1
2019-09-23,658.9,6.3,0.0,0
2019-09-24,628.9,4.5,0.0,0
2019-09-25,581.5,36.2,0.0,0
2019-09-26,515.6,22.2,0.0,0
2019-09-27,377.8,16.9,8.0,0
2019-09-28,313.9,22.2,8.0,0
2019-09-29,196.0,17.7,8.0,1
2019-09-30,556.9,8.7,0.0,0
2019-10-01,481.0,4.0,0.0,0
2019-10-02,570.9,2.0,0.0,0
2019-10-03,574.7,0.6,0.0,0
2019-10-04,414.1,0.3,8.0,0
2019-10-05,424.7,0.3,8.0,0
2019-10-06,391.9,1.1,0.0,1
2019-10-07,719.7,7.9,0.0,0
2019-10-08,719.7,0.0,0.0,0
2019-10-09,641.1,0.8,0.0,0
2019-10-10,728.0,0.0,0.0,0
2019-10-11,760.5,0.0,0.0,0
2019-10-12,652.5,0.0,0.0,0
2019-10-13,384.4,0.0,0.0,1
2019-10-14,755.9,0.0,0.0,0
2019-10-15,770.5,0.0,0.0,0
2019-10-16,728.4,0.1,0.0,0
2019-10-17,760.3,0.0,0.0,0
2019-10-18,679.2,5.1,0.0,0
2019-10-19,731.4,0.9,0.0,0
2019-10-20,401.6,4.1,0.0,1
2019-10-21,671.4,8.7,0.0,0
2019-10-22,697.5,3.6,0.0,0
2019-10-23,691.7,0.5,0.0,0
2019-10-24,715.9,1.8,0.0,0
2019-10-25,715.2,0.5,0.0,0
