date,rainfall_mm
2021-06-24,38.1
2021-06-25,16.6
2021-06-26,0.8
2021-06-27,16.7
2021-06-28,7.5
2021-06-29,3.8
2021-06-30,16.2
2021-07-01,7.4
2021-07-02,7.9
2021-07-03,2.9
2021-07-04,0.0
2021-07-05,6.8
2021-07-06,0.6
2021-07-07,2.1
2021-07-08,48.5
2021-07-09,5.7
2021-07-10,14.0
2021-07-11,9.1
2021-07-12,1.3
2021-07-13,1.0
2021-07-14,3.0
2021-07-15,1.2
2021-07-16,0.3
2021-07-17,1.1
2021-07-18,3.6
2021-07-19,5.5
2021-07-20,22.8
2021-07-21,34.2
2021-07-22,22.5
2021-07-23,13.0
2021-07-24,26.0
2021-07-25,15.8
2021-07-26,2.9
2021-07-27,17.4
2021-07-28,21.3
2021-07-29,9.8
2021-07-30,12.8
2021-07-31,20.6
2021-08-01,5.4
2021-08-02,11.5
2021-08-03,1.8
2021-08-04,1.5
2021-08-05,3.6
2021-08-06,5.2
2021-08-07,4.5
2021-08-08,1.9
2021-08-09,1.0
2021-08-10,17.5
2021-08-11,0.5
2021-08-12,1.5
2021-08-13,6.3
2021-08-14,1.8
2021-08-15,0.6
2021-08-16,3.7
2021-08-17,52.3
2021-08-18,20.3
2021-08-19,34.6
2021-08-20,4.6
2021-08-21,4.4
2021-08-22,7.4
2021-08-23,4.8
2021-08-24,5.6
2021-08-25,3.1
2021-08-26,1.0
2021-08-27,0.1
2021-08-28,8.8
2021-08-29,20.5
2021-08-30,15.8
2021-08-31,6.8
2021-09-01,6.9
2021-09-02,4.0
2021-09-03,12.9
2021-09-04,8.8
2021-09-05,7.4
2021-09-06,22.7
2021-09-07,8.5
2021-09-08,7.6
2021-09-09,43.2
2021-09-10,32.6
2021-09-11,12.0
2021-09-12,18.7
2021-09-13,17.9
2021-09-14,24.4
2021-09-15,69.8
2021-09-16,14.7
2021-09-17,3.0
2021-09-18,1.3
2021-09-19,1.0
2021-09-20,15.6
2021-09-21,4.0
2021-09-22,1.6
2021-09-23,3.1
2021-09-24,3.7
2021-09-25,2.5
2021-09-26,8.2
2021-09-27,3.7
2021-09-28,4.5
2021-09-29,1.5
2021-09-30,3.3
2021-10-01,0.3
2021-10-02,0.0
2021-10-03,4.4
2021-10-04,0.0
2021-10-05,4.2
2021-10-06,5.8
2021-10-07,1.7
2021-10-08,0.2
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.3
2021-10-16,2.7
2021-10-17,13.6
2021-10-18,12.9
2021-10-19,0.3
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.1
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.7
2021-11-13,3.9
2021-11-14,2.2
2021-11-15,1.9
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,13.0
2021-11-22,0.7
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,25.9
2021-12-29,7.2
2021-12-30,0.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,3.8
2022-01-10,1.2
2022-01-11,2.5
2022-01-12,0.7
2022-01-13,0.0
2022-01-14,3.9
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,1.5
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.9
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,2.4
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.3
2022-02-20,0.1
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.6
2022-02-25,0.0
2022-02-26,0.4
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.4
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,7.2
2022-05-25,0.0
2022-05-26,0.1
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.5
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,1.0
2022-06-12,0.8
2022-06-13,0.2
2022-06-14,0.2
2022-06-15,5.1
2022-06-16,3.5
2022-06-17,7.7
2022-06-18,21.3
2022-06-19,29.0
2022-06-20,18.6
2022-06-21,3.0
2022-06-22,8.6
2022-06-23,19.1
2022-06-24,1.3
2022-06-25,2.6
2022-06-26,22.2
2022-06-27,1.2
2022-06-28,3.5
2022-06-29,13.2
2022-06-30,21.5
2022-07-01,12.9
2022-07-02,12.3
2022-07-03,23.9
2022-07-04,40.3
2022-07-05,20.1
2022-07-06,39.1
2022-07-07,24.3
2022-07-08,9.1
2022-07-09,35.7
2022-07-10,18.6
2022-07-11,24.5
2022-07-12,37.6
2022-07-13,12.4
2022-07-14,23.0
2022-07-15,12.7
2022-07-16,21.5
2022-07-17,52.9
2022-07-18,10.5
2022-07-19,5.6
2022-07-20,13.6
2022-07-21,23.8
2022-07-22,12.2
2022-07-23,27.2
2022-07-24,25.2
2022-07-25,15.6
2022-07-26,10.2
2022-07-27,9.1
2022-07-28,12.6
2022-07-29,5.9
2022-07-30,3.8
2022-07-31,5.9
2022-08-01,4.2
2022-08-02,2.7
2022-08-03,13.1
2022-08-04,1.9
2022-08-05,5.5
2022-08-06,31.7
2022-08-07,13.4
2022-08-08,6.8
2022-08-09,61.6
2022-08-10,51.6
2022-08-11,26.6
2022-08-12,10.9
2022-08-13,34.9
2022-08-14,33.0
2022-08-15,47.0
2022-08-16,3.9
2022-08-17,1.2
2022-08-18,1.0
2022-08-19,3.2
2022-08-20,35.2
2022-08-21,48.2
2022-08-22,17.1
2022-08-23,1.1
2022-08-24,0.4
2022-08-25,1.8
2022-08-26,0.6
2022-08-27,6.3
2022-08-28,6.1
2022-08-29,8.9
2022-08-30,9.3
2022-08-31,8.1
2022-09-01,10.2
2022-09-02,1.1
2022-09-03,3.7
2022-09-04,8.3
2022-09-05,9.1
2022-09-06,11.3
2022-09-07,26.0
2022-09-08,10.1
2022-09-09,0.9
2022-09-10,2.7
2022-09-11,18.1
2022-09-12,29.2
2022-09-13,39.2
2022-09-14,29.5
2022-09-15,13.6
2022-09-16,14.5
2022-09-17,4.0
2022-09-18,0.1
2022-09-19,0.7
2022-09-20,16.2
2022-09-21,11.4
2022-09-22,10.6
2022-09-23,6.1
2022-09-24,7.6
2022-09-25,2.2
2022-09-26,2.5
2022-09-27,9.9
2022-09-28,6.1
2022-09-29,0.1
2022-09-30,0.1
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,21.1
2022-10-05,15.3
2022-10-06,9.0
2022-10-07,7.5
2022-10-08,4.4
2022-10-09,0.4
2022-10-10,4.5
2022-10-11,22.6
2022-10-12,22.7
2022-10-13,9.0
2022-10-14,0.7
2022-10-15,0.0
2022-10-16,1.2
2022-10-17,10.0
2022-10-18,10.7
2022-10-19,0.1
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,4.5
2022-12-13,0.1
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,1.5
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.3
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,3.3
2023-03-17,0.0
2023-03-18,4.8
2023-03-19,5.6
2023-03-20,0.3
2023-03-21,0.4
2023-03-22,0.2
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,2.9
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.1
2023-03-31,0.2
2023-04-01,0.7
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,9.4
2023-04-08,0.1
2023-04-09,1.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.6
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.3
2023-04-23,0.0
2023-04-24,0.2
2023-04-25,0.1
2023-04-26,0.2
2023-04-27,0.9
2023-04-28,2.8
2023-04-29,9.7
2023-04-30,23.5
2023-05-01,2.1
2023-05-02,5.2
2023-05-03,13.2
2023-05-04,0.8
2023-05-05,2.3
2023-05-06,0.0
2023-05-07,0.1
2023-05-08,0.5
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,0.0
2023-05-23,0.1
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,1.5
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,0.4
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.1
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.8
2023-06-14,0.0
2023-06-15,0.4
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,4.5
2023-06-22,3.4
2023-06-23,14.4
2023-06-24,3.1
2023-06-25,26.8
2023-06-26,86.5
2023-06-27,87.4
2023-06-28,42.1
2023-06-29,11.6
2023-06-30,2.9
2023-07-01,0.8
2023-07-02,1.6
2023-07-03,0.5
2023-07-04,9.9
2023-07-05,15.0
2023-07-06,14.9
2023-07-07,31.3
2023-07-08,34.5
2023-07-09,11.5
2023-07-10,10.4
2023-07-11,12.8
2023-07-12,11.8
2023-07-13,10.9
2023-07-14,17.3
2023-07-15,26.0
2023-07-16,15.1
2023-07-17,49.3
2023-07-18,26.6
2023-07-19,36.0
2023-07-20,5.6
2023-07-21,26.2
2023-07-22,21.6
2023-07-23,16.2
2023-07-24,3.5
2023-07-25,5.8
2023-07-26,23.4
2023-07-27,23.6
2023-07-28,34.7
2023-07-29,12.8
2023-07-30,23.4
2023-07-31,11.3
2023-08-01,13.1
2023-08-02,19.4
2023-08-03,111.1
2023-08-04,29.5
2023-08-05,3.4
2023-08-06,16.9
2023-08-07,2.7
2023-08-08,1.5
2023-08-09,1.3
2023-08-10,0.8
2023-08-11,0.3
2023-08-12,0.4
2023-08-13,4.2
2023-08-14,0.7
2023-08-15,7.7
2023-08-16,0.8
2023-08-17,27.7
2023-08-18,47.4
2023-08-19,27.4
2023-08-20,7.4
2023-08-21,9.6
2023-08-22,5.4
2023-08-23,24.8
2023-08-24,9.4
2023-08-25,0.3
2023-08-26,0.9
2023-08-27,0.1
2023-08-28,0.1
2023-08-29,0.7
2023-08-30,0.6
2023-08-31,0.2
2023-09-01,0.7
2023-09-02,1.0
2023-09-03,2.5
2023-09-04,0.8
2023-09-05,9.2
2023-09-06,9.9
2023-09-07,17.8
2023-09-08,28.5
2023-09-09,8.4
2023-09-10,32.3
2023-09-11,11.1
2023-09-12,22.4
2023-09-13,23.1
2023-09-14,27.6
2023-09-15,47.6
2023-09-16,6.3
2023-09-17,0.8
2023-09-18,0.2
2023-09-19,14.6
2023-09-20,6.0
2023-09-21,14.7
2023-09-22,5.1
2023-09-23,16.1
2023-09-24,6.0
2023-09-25,0.2
2023-09-26,1.3
2023-09-27,4.0
2023-09-28,2.1
2023-09-29,10.9
2023-09-30,1.4
2023-10-01,0.1
2023-10-02,0.0
2023-10-03,0.6
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,0.0
2023-10-17,0.3
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.2
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,1.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.1
2023-11-28,5.2
2023-11-29,5.9
2023-11-30,9.7
2023-12-01,0.6
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.3
2023-12-05,1.8
2023-12-06,11.7
2023-12-07,1.4
2023-12-08,0.4
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.2
2024-01-06,1.3
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,4.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,1.8
2024-01-18,2.2
2024-01-19,0.2
2024-01-20,7.9
2024-01-21,1.3
2024-01-22,0.0
2024-01-23,2.2
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.1
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,2.7
2024-02-11,6.1
2024-02-12,0.3
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,7.6
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,4.8
2024-02-27,16.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.2
2024-03-03,0.3
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,20.1
2024-03-19,16.8
2024-03-20,1.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.4
2024-03-31,0.4
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,1.4
2024-04-08,8.9
2024-04-09,14.9
2024-04-10,13.9
2024-04-11,1.9
2024-04-12,1.8
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,1.3
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,2.6
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.2
2024-04-27,0.0
2024-04-28,2.6
2024-04-29,0.3
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.1
2024-05-08,4.9
2024-05-09,10.3
2024-05-10,1.6
2024-05-11,0.5
2024-05-12,0.1
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,12.2
2024-05-17,0.3
2024-05-18,0.0
2024-05-19,7.7
2024-05-20,0.1
2024-05-21,8.2
2024-05-22,0.0
2024-05-23,0.1
2024-05-24,0.0
2024-05-25,0.2
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.1
2024-06-03,0.8
2024-06-04,0.4
2024-06-05,0.1
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,8.8
2024-06-09,2.9
2024-06-10,14.9
2024-06-11,0.4
2024-06-12,0.0
2024-06-13,5.6
2024-06-14,0.1
2024-06-15,0.0
2024-06-16,4.7
2024-06-17,0.1
2024-06-18,14.7
2024-06-19,34.4
2024-06-20,16.9
2024-06-21,14.4
2024-06-22,22.7
2024-06-23,18.4
2024-06-24,8.2
2024-06-25,3.0
2024-06-26,0.0
2024-06-27,21.3
2024-06-28,7.0
2024-06-29,12.4
2024-06-30,13.4
2024-07-01,24.3
2024-07-02,12.6
2024-07-03,3.2
2024-07-04,15.0
2024-07-05,5.2
2024-07-06,3.4
2024-07-07,5.2
2024-07-08,13.3
2024-07-09,10.4
2024-07-10,6.7
2024-07-11,10.7
2024-07-12,7.1
2024-07-13,38.5
2024-07-14,32.9
2024-07-15,12.6
2024-07-16,14.9
2024-07-17,10.2
2024-07-18,12.2
2024-07-19,22.1
2024-07-20,45.3
2024-07-21,31.8
2024-07-22,61.6
2024-07-23,44.1
2024-07-24,30.4
2024-07-25,40.3
2024-07-26,28.9
2024-07-27,50.3
2024-07-28,26.6
2024-07-29,7.2
2024-07-30,11.3
2024-07-31,35.8
2024-08-01,33.7
2024-08-02,35.5
2024-08-03,27.1
2024-08-04,15.7
2024-08-05,6.1
2024-08-06,7.0
2024-08-07,19.1
2024-08-08,22.0
2024-08-09,3.2
2024-08-10,5.9
2024-08-11,8.9
2024-08-12,0.5
2024-08-13,0.2
2024-08-14,30.4
2024-08-15,23.4
2024-08-16,19.4
2024-08-17,4.1
2024-08-18,3.5
2024-08-19,13.5
2024-08-20,5.3
2024-08-21,5.0
2024-08-22,35.7
2024-08-23,23.9
2024-08-24,40.1
2024-08-25,35.1
2024-08-26,4.3
2024-08-27,0.8
2024-08-28,1.8
2024-08-29,3.8
2024-08-30,26.5
2024-08-31,23.8
2024-09-01,9.5
2024-09-02,2.8
2024-09-03,0.8
2024-09-04,13.9
2024-09-05,14.8
2024-09-06,13.6
2024-09-07,2.2
2024-09-08,5.4
2024-09-09,18.9
2024-09-10,140.1
2024-09-11,6.6
2024-09-12,4.6
2024-09-13,4.3
2024-09-14,0.1
2024-09-15,0.1
2024-09-16,5.5
2024-09-17,4.5
2024-09-18,1.9
2024-09-19,0.3
2024-09-20,5.0
2024-09-21,4.1
2024-09-22,8.5
2024-09-23,10.9
2024-09-24,4.0
2024-09-25,13.6
2024-09-26,21.3
2024-09-27,36.9
2024-09-28,0.7
2024-09-29,2.0
2024-09-30,1.0
2024-10-01,0.3
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,1.3
2024-10-09,5.1
2024-10-10,0.1
2024-10-11,1.0
2024-10-12,1.3
2024-10-13,4.5
2024-10-14,0.2
2024-10-15,0.0
2024-10-16,0.5
2024-10-17,3.0
2024-10-18,2.7
2024-10-19,9.7
2024-10-20,3.4
2024-10-21,3.1
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,1.3
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.3
2024-12-03,1.6
2024-12-04,0.2
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.3
2024-12-09,0.1
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
